"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
3831,"Whole flr w/private bdrm, bath & kitchen(pls read)","Brooklyn","Bedford-Stuyvesant","Entire guest suite","Entire home/apt",409,4.45,4.58,4.49,4.78,4.8,4.71,4.64,1,3,75
5121,"BlissArtsSpace!","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",50,4.52,4.22,4.09,4.91,4.91,4.47,4.52,1,1,60
5136,"Spacious Brooklyn Duplex, Patio + Garden","Brooklyn","Sunset Park","Entire rental unit","Entire home/apt",2,5,5,5,5,5,4.5,5,2,2,275
5178,"Large Furnished Room Near B'way　","Manhattan","Midtown","Private room in rental unit","Private room",507,4.21,4.21,3.73,4.66,4.42,4.87,4.36,1,1,68
5203,"Cozy Clean Guest Room - Family Apt","Manhattan","Upper West Side","Private room in rental unit","Private room",118,4.91,4.83,4.82,4.97,4.95,4.94,4.92,1,1,75
6990,"UES Beautiful Blue Room","Manhattan","East Harlem","Private room in rental unit","Private room",234,4.88,4.81,4.96,4.96,4.95,4.84,4.84,1,1,62
7064,"Amazing location! Wburg. Large, bright & tranquil","Brooklyn","Williamsburg","Private room in loft","Private room",9,4.86,5,4.86,5,5,5,5,1,1,90
7097,"Perfect for Your Parents:  Privacy + Garden","Brooklyn","Fort Greene","Entire guest suite","Entire home/apt",280,4.87,4.89,4.9,4.96,4.91,4.93,4.78,1,2,199
8490,"Maison des Sirenes1,bohemian, luminous apartment","Brooklyn","Bedford-Stuyvesant","Entire loft","Entire home/apt",139,4.76,4.85,4.74,4.89,4.87,4.61,4.75,1,4,140
9657,"Modern 1 BR / NYC / East Village","Manhattan","East Village","Entire rental unit","Entire home/apt",43,4.7,4.87,4.45,4.89,4.84,4.87,4.34,1,1,175
9704,"Spacious 1 bedroom in luxe building","Manhattan","Harlem","Private room in rental unit","Private room",98,4.89,4.91,4.73,4.91,4.84,4.84,4.9,1,1,55
10452,"Large B&B Style rooms","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",77,4.66,4.48,4.6,4.72,4.85,4.34,4.63,1,2,82
12192,"ENJOY Downtown NYC!","Manhattan","East Village","Private room in rental unit","Private room",267,4.39,4.57,4.03,4.8,4.85,4.7,4.55,1,1,40
12343,"BEST BET IN HARLEM","Manhattan","Harlem","Entire rental unit","Entire home/apt",107,4.81,4.82,4.69,4.97,4.9,4.51,4.7,1,1,250
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block","Queens","Long Island City","Private room in townhouse","Private room",310,4.9,4.91,4.9,4.9,4.9,4.88,4.84,1,2,145
12940,"Charming Brownstone 3 - Near PRATT","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",72,4.49,4.59,4.39,4.7,4.52,4.02,4.35,1,1,99
13121,"(E) RIGHT ON BUDGET","Queens","Jamaica","Private room in residential home","Private room",70,4.14,4.33,4.68,4.38,4.26,3.59,4.2,1,2,75
13808,"Blue Room for 2 in Brownstone for $1350 monthly","Brooklyn","Bedford-Stuyvesant","Private room in townhouse","Private room",155,4.68,4.75,4.45,4.9,4.86,4.5,4.72,1,1,80
14314,"Greenpoint Place...Has It All!","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",179,4.82,4.88,4.91,4.91,4.93,4.8,4.78,1,2,99
14434,"Private Bliss Art Space 2","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",59,4.55,4.37,3.91,4.85,4.77,4.15,4.45,1,1,70
15220,"Best Location in NYC! TIMES SQUARE!","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",346,4.63,4.77,4.74,4.81,4.79,4.88,4.68,1,1,84
15341,"Bright 1bd Nolita Apt, Doorman, Elevator, Security","Manhattan","Nolita","Entire condominium (condo)","Entire home/apt",27,4.58,4.67,4.48,5,4.81,4.7,4.48,1,2,171
15385,"Very, very cozy place","Brooklyn","Williamsburg","Private room in rental unit","Private room",49,4.85,4.79,4.79,4.83,4.83,4.83,4.64,1,1,80
15711,"2 bedroom Upper East Side","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",84,4.68,4.61,4.45,4.55,4.53,4.7,4.59,2,4,206
16326,"Comfortable 4-bedroom apt in family house.","Brooklyn","Prospect Heights","Entire condominium (condo)","Entire home/apt",154,4.93,4.95,4.93,4.98,4.98,4.85,4.89,4,4,140
16338,"Double Room w Private Deck Clinton Hill Best Area","Brooklyn","Clinton Hill","Private room in rental unit","Private room",29,4.6,4.64,4.32,4.81,4.77,4.69,4.58,1,2,55
16580,"Sunny, Modern room in East Village!","Manhattan","East Village","Private room in condominium (condo)","Private room",429,4.78,4.82,4.75,4.79,4.76,4.72,4.69,1,1,95
16821,"Large WFH Room in Amazing E. Village Apt (Room A)","Manhattan","East Village","Private room in rental unit","Private room",137,4.66,4.75,4.37,4.75,4.87,4.9,4.62,1,1,144
16974,"SpaHa Loft: Enormous and Bright","Manhattan","East Harlem","Entire loft","Entire home/apt",233,4.83,4.9,4.73,4.96,4.93,4.41,4.76,4,6,250
17037,"Lovely EV Artist's Home","Manhattan","East Village","Entire rental unit","Entire home/apt",53,4.8,4.74,4.9,4.98,4.98,4.56,4.55,1,1,220
17693,"HARLEM, NYC,STILL WELCOMES YOU!! xx","Manhattan","Washington Heights","Private room in rental unit","Private room",60,4.9,4.9,4.8,4.93,4.92,4.83,4.88,1,1,65
18127,"Charming East Village One Bedroom Flat","Manhattan","East Village","Entire rental unit","Entire home/apt",21,4.84,5,4.88,4.88,4.94,4.88,4.76,1,1,190
18152,"Manhattan Room","Manhattan","Upper East Side","Private room in rental unit","Private room",148,4.41,4.38,4.26,4.82,4.76,4.71,4.47,2,1,60
18728,"Beautiful Meatpacking District Loft","Manhattan","Chelsea","Private room in loft","Private room",200,4.95,4.95,4.96,4.98,4.98,5,4.93,1,1,175
18961,"Cozy Studio in Great Location!","Manhattan","Kips Bay","Private room in rental unit","Private room",1,5,5,3,5,5,5,5,1,1,95
19159,"Spacious luminous apt Upper West NYC","Manhattan","Harlem","Entire rental unit","Entire home/apt",58,4.71,4.88,4.8,4.76,4.82,4.25,4.69,2,2,110
19282,"Sunny, Spacious Top Floor Haven","Brooklyn","Flatbush","Private room in rental unit","Private room",17,4.69,4.85,4.79,4.86,4.79,4.57,4.71,1,2,110
19812,"2 bedroom Williamsburg Apt - Bedford L stop","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",61,4.49,4.65,3.53,4.65,4.68,4.98,4.41,1,1,105
20717,"Room in Brownstone B/Q feet away","Brooklyn","Prospect Heights","Private room in residential home","Private room",47,4.89,4.96,4.87,4.96,4.85,4.98,4.91,1,1,85
20913,"Charming 1 bed GR8 WBurg LOCATION!","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",168,4.05,4.26,3.69,4.59,4.39,4.4,4.16,1,1,80
21794,"COZY QUIET monthly room 4 DOOGLERS!","Manhattan","Chelsea","Private room in rental unit","Private room",36,4.97,4.97,4.8,5,5,5,4.91,1,1,85
23135,"House On Henry (3rd FLR Suite)","Brooklyn","Carroll Gardens","Entire rental unit","Entire home/apt",274,4.69,4.83,4.87,4.82,4.72,4.64,4.68,1,1,182
24285,"Beautiful Duplex Apartment","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",91,4.82,4.77,4.93,4.95,4.77,4.77,4.85,4,6,220
25406,"Modern Brooklyn Apt., August sublet","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",29,4.62,4.76,4.45,4.97,4.97,4.79,4.72,1,2,83
25696,"1,800 sq foot in luxury building","Manhattan","Harlem","Private room in rental unit","Private room",190,4.75,4.85,4.67,4.92,4.88,4.65,4.73,1,1,100
26362,"Times Square, Safe, Clean and Cozy!","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",415,4.53,4.62,4.69,4.84,4.82,4.84,4.64,1,1,89
26785,"Park Slope Green Guest House","Brooklyn","South Slope","Entire rental unit","Entire home/apt",476,4.93,4.95,4.96,4.98,4.98,4.89,4.91,1,1,90
27006,"Comfortable UWS 2-BD Family-Friendly Brownstone","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",28,4.6,4.47,4.47,4.8,4.87,4.87,4.4,2,3,225
27644,"Sugar Hill Rest Stop","Manhattan","Harlem","Entire rental unit","Entire home/apt",217,4.77,4.76,4.87,4.91,4.89,4.64,4.72,1,1,170
28907,"Garden studio in the Upper East Sid","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",21,4.95,4.94,5,4.88,4.88,4.94,4.88,1,2,150
29013,"B & B Room 1","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",68,4.68,4.32,4.56,4.76,4.67,4.37,4.51,1,1,80
29628,"Comfortable, Sunny Room","Brooklyn","Clinton Hill","Private room in rental unit","Private room",293,4.92,4.92,4.94,4.98,4.98,4.83,4.91,1,1,89
29683,"Stylish Apartment with office space Near SoHo!","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",117,4.76,4.85,4.83,4.82,4.92,4.89,4.62,1,1,175
31130,"Most Central Location!","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",68,4.87,4.83,4.9,4.95,4.95,5,4.83,1,1,100
31902,"Sanctuary in East Flatbush","Brooklyn","East Flatbush","Private room in residential home","Private room",4,4.33,4,4,4.33,4.33,4.33,4.33,3,1,80
31994,"Room with En Suite Bathroom & Deck","Brooklyn","Clinton Hill","Private room in rental unit","Private room",497,4.49,4.66,4.41,4.73,4.73,4.72,4.57,1,1,90
32037,"Huge Private  Floor at The Waverly","Brooklyn","Clinton Hill","Private room in condominium (condo)","Private room",92,4.84,4.76,4.85,4.92,4.97,4.83,4.72,1,2,139
32329,"Fully Furnished Beautiful 1 Bedroom","Manhattan","East Village","Entire rental unit","Entire home/apt",3,5,5,5,5,5,5,5,1,1,160
33009,"Retreat in Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",274,4.95,4.96,4.98,4.98,4.98,4.96,4.9,1,1,206
33014,"NYC Zen","Manhattan","East Village","Entire rental unit","Entire home/apt",34,4.41,4.24,4.45,4.41,4.34,4.66,4.59,2,2,125
33156,"Sunny, Clean Zen Home w pr.Bath","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",20,5,5,5,5,5,5,5,1,1,139
36442,"Great location. Spacious 2BR near PROSPECT PARK","Brooklyn","Prospect Heights","Entire rental unit","Entire home/apt",4,3.5,4,4,3.67,4.67,3.67,3.33,2,4,121
36647,"Private Bdrm/Bathrm. New! Elevator!","Manhattan","East Harlem","Private room in rental unit","Private room",35,4.76,4.83,4.86,4.86,4.79,4.31,4.69,1,1,72
36703,"Sunny, clean 1 bdrm in W. Village","Manhattan","West Village","Entire condominium (condo)","Entire home/apt",136,4.91,4.89,4.9,4.88,4.89,4.98,4.76,1,2,200
39282,"“Work-from-home” from OUR home.","Brooklyn","Williamsburg","Private room in rental unit","Private room",234,4.8,4.81,4.58,4.93,4.87,4.85,4.76,1,1,75
39572,"1 br in a 2 br apt (Midtown West)","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",44,4.86,4.93,4.83,4.98,5,4.98,4.86,1,1,139
39593,"A room of own with a Manhattan view","Queens","Sunnyside","Private room in rental unit","Private room",29,4.91,4.86,4.91,4.95,4.95,4.73,4.91,1,1,78
39704,"Private, Large & Sunny 1BR w/W&D","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",337,4.71,4.86,4.82,4.89,4.92,4.38,4.72,1,1,135
42729,"House On Henry (2nd FLR Suite)","Brooklyn","Carroll Gardens","Entire rental unit","Entire home/apt",173,4.61,4.76,4.77,4.72,4.69,4.54,4.6,1,1,190
42882,"New York room with a view","Staten Island","St. George","Private room in rental unit","Private room",176,4.8,4.82,4.45,4.94,4.92,4.52,4.75,1,1,70
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~","Manhattan","Tribeca","Entire rental unit","Entire home/apt",13,4.85,4.85,4.62,5,5,5,4.77,1,5,250
44096,"Room with a View","Bronx","Highbridge","Private room in residential home","Private room",293,4.89,4.95,4.84,4.96,4.98,4.54,4.89,1,1,50
44229,"BROOKLYN VICTORIAN STYLE SUITE.....","Brooklyn","Fort Greene","Private room in residential home","Private room",231,4.69,4.85,4.82,4.83,4.72,4.83,4.72,1,1,110
44288,"Private studio in West Village on quite street","Manhattan","West Village","Entire rental unit","Entire home/apt",88,4.75,4.74,4.68,4.89,4.94,4.98,4.65,1,1,194
44461,"Private  Bedroom","Manhattan","Harlem","Private room in residential home","Private room",49,4.84,4.81,4.84,4.97,4.89,4.19,4.65,1,1,116
45542,"Clean and Cozy Harlem Apartment","Manhattan","Harlem","Entire rental unit","Entire home/apt",18,4.78,4.83,4.56,5,4.83,4.44,4.67,2,2,100
45556,"Fort Greene, Brooklyn: Center Bedroom","Brooklyn","Fort Greene","Private room in townhouse","Private room",293,4.89,4.94,4.91,4.95,4.99,4.97,4.83,1,1,65
45737,"Amazing West Village Apt","Manhattan","West Village","Private room in rental unit","Private room",24,4.33,4.37,3.95,4.84,4.58,4.89,4.42,1,1,60
46544,"Park Slope haven 15 mins from Soho","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",58,4.7,4.8,4.35,4.84,4.94,4.88,4.69,1,1,150
47613,"BIG, COMFY ROOM W/YARD IN WILL-B","Brooklyn","Williamsburg","Private room in rental unit","Private room",28,4.76,4.75,4.75,4.75,4.83,4.5,4.67,1,1,81
49048,"B and B Style Rooms for Rent w bath","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",21,4.3,4.15,4.05,4,4.15,4.2,4.15,1,2,90
50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",202,4.83,4.73,4.78,4.91,4.9,4.89,4.81,1,2,158
51850,"( F) Excellent/Pvt Rm","Queens","Jamaica","Private room in residential home","Private room",53,4.42,4.47,4.7,4.5,4.48,3.88,4.38,1,1,65
52689,"Sunny Astoria 2BR near subway & restaurants","Queens","Ditmars Steinway","Entire rental unit","Entire home/apt",14,4.93,5,4.86,5,4.93,4.93,5,2,2,140
53470,"Clean and convenient 2BR apartment","Queens","Ridgewood","Private room in rental unit","Private room",6,4,4.75,4.25,4.5,5,4.25,4.25,2,3,186
53477,"3 floors of luxury!","Queens","Middle Village","Entire townhouse","Entire home/apt",16,4.71,4.5,4.44,4.81,4.63,4.69,4.44,4,8,350
54508,"Sml Rm  Brst  PSl great for longer stays Med/Stu","Brooklyn","Park Slope","Private room in guest suite","Private room",117,4.69,4.86,4.68,4.91,4.89,4.95,4.85,1,1,74
54626,"Cozy bedroom by Yankee Stadium","Bronx","Highbridge","Private room in residential home","Private room",196,4.89,4.9,4.85,4.97,4.97,4.62,4.84,1,1,55
54694,"(H) Great Deal/Pvt Rm","Queens","Jamaica","Private room in residential home","Private room",62,4.35,4.6,4.85,4.55,4.45,3.91,4.45,1,1,65
54860,"Great apartment with private bathroom and entrance","Manhattan","East Harlem","Private room in rental unit","Private room",246,4.85,4.89,4.88,4.97,4.88,4.48,4.81,1,1,100
55982,"Cozy 2 br in sunny Fort Greene apt","Brooklyn","Fort Greene","Private room in rental unit","Private room",38,4.79,4.76,4.79,5,4.97,4.85,4.74,1,1,85
56859,"City Room - Private & Comfy Bedroom","Manhattan","Harlem","Private room in rental unit","Private room",218,4.65,4.73,4.57,4.67,4.74,4.48,4.64,1,1,76
57166,"Elegant NYC Pad","Queens","Ditmars Steinway","Entire rental unit","Entire home/apt",74,4.8,4.89,4.77,4.96,4.91,4.91,4.8,1,2,149
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!","Brooklyn","Brooklyn Heights","Entire rental unit","Entire home/apt",248,4.69,4.83,4.81,4.95,4.94,4.89,4.62,1,1,168
57618,"Great new apt, close to everything","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",116,4.82,4.89,4.74,4.92,4.94,4.88,4.66,1,2,250
57754,"Stylish Large SPARKLING Gramercy Loft!","Manhattan","Flatiron District","Entire loft","Entire home/apt",147,4.98,4.99,4.97,4.97,5,4.97,4.91,1,1,294
57874,"The Brownstone-Luxury 1 Bd Apt/NYC","Manhattan","East Harlem","Entire rental unit","Entire home/apt",296,4.85,4.92,4.94,4.9,4.92,4.56,4.8,1,1,160
58059,"Private Room on Historic Sugar Hill","Manhattan","Harlem","Private room in rental unit","Private room",578,4.7,4.67,4.73,4.74,4.81,4.65,4.7,1,1,58
58062,"South Slope Green","Brooklyn","Windsor Terrace","Private room in townhouse","Private room",25,4.72,4.72,4.64,4.76,4.76,4.84,4.8,2,3,139
59014,"Spacious 1BR, Adorable Clean Quiet","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",57,4.65,4.82,4.67,4.85,4.98,4.69,4.6,1,1,150
59121,"Nice, clean, safe, convenient 3BR","Queens","Ridgewood","Entire rental unit","Entire home/apt",2,5,4.5,5,5,5,5,5,3,1,188
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5","Manhattan","Chinatown","Entire rental unit","Entire home/apt",34,4.71,4.82,4.44,4.85,4.97,4.65,4.62,2,2,250
60457,"Spacious Greenwich Village Apt","Manhattan","Greenwich Village","Entire rental unit","Entire home/apt",10,4.88,4.71,4.29,4.86,5,5,4.71,1,1,250
60666,"City Room - Private Luxury Suite","Manhattan","Harlem","Private room in rental unit","Private room",219,4.72,4.75,4.67,4.68,4.71,4.45,4.63,1,2,111
60673,"Private Room/bath Luxurious Harlem","Manhattan","Harlem","Private room in rental unit","Private room",3,5,4.67,4.67,5,5,4.67,4.67,1,1,125
60680,"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!","Manhattan","East Village","Entire rental unit","Entire home/apt",163,4.53,4.68,4.37,4.81,4.84,4.83,4.42,1,2,135
60794,"Bright and spacious, garden below!","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",4,5,5,4.75,4.5,5,5,5,3,3,211
62427,"Great East Village Apartment Rental","Manhattan","East Village","Entire rental unit","Entire home/apt",61,4.82,4.85,4.88,4.75,4.97,4.98,4.78,1,1,130
62468,"Great Apt, Great Location","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",30,4.81,4.62,4.41,4.93,4.9,4.86,4.72,1,1,170
62903,"Beautiful modern studio apartment in heart of NYC","Manhattan","Chelsea","Entire rental unit","Entire home/apt",68,4.9,4.85,4.75,4.84,4.89,4.91,4.78,1,1,205
62925,"Beautiful Landmarked Duplex","Brooklyn","Greenpoint","Entire residential home","Entire home/apt",145,4.78,4.82,4.68,4.92,4.9,4.85,4.7,2,2,285
63657,"Private, Large & Sunny Top Floor Apt  w/W&D","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",268,4.59,4.64,4.76,4.9,4.88,4.23,4.59,1,1,135
64000,"Williamsburg loft bunk bed   l","Brooklyn","Williamsburg","Private room in rental unit","Private room",14,4.92,4.92,4.69,4.75,4.92,4.67,4.5,1,3,50
64314,"cozy bedroom in lovely garden apt","Brooklyn","Crown Heights","Private room in rental unit","Private room",45,4.82,4.91,4.91,4.87,4.76,4.4,4.8,1,1,75
64361,"East village one bedroom apartment","Manhattan","East Village","Entire rental unit","Entire home/apt",69,4.53,4.6,4.52,4.73,4.79,4.28,4.46,1,2,105
64365,"Crown Heights Garden Apt.","Brooklyn","Crown Heights","Private room in residential home","Private room",244,4.78,4.77,4.8,4.82,4.72,4.51,4.78,1,1,60
64837,"ENJOY Downtown NYC!!","Manhattan","East Village","Private room in rental unit","Private room",224,4.56,4.71,4.17,4.77,4.87,4.81,4.59,1,1,40
65268,"Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",63,4.92,4.94,4.97,4.94,4.98,4.37,4.77,2,2,75
65615,"Farmhouse Apartment in Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",56,4.67,4.86,4.84,4.91,4.96,4.79,4.64,1,1,85
65660,"Bright+Spacious Williamsburg Abode!","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",159,4.52,4.56,4.58,4.62,4.85,4.66,4.53,1,1,106
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt","Manhattan","Harlem","Private room in rental unit","Private room",20,4.9,4.89,4.89,5,5,4.8,4.9,1,1,75
66008,"CHARMING CARROLL GARDENS APT.","Brooklyn","Carroll Gardens","Entire rental unit","Entire home/apt",68,4.87,4.96,4.99,4.97,4.99,4.97,4.73,2,2,190
66718,"West Harlem Home Base - Eco-Apt.","Manhattan","Harlem","Entire rental unit","Entire home/apt",216,4.35,4.6,4.33,4.79,4.82,4.35,4.47,2,2,76
66974,"Lovely, Modern, Garden Apartment","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",152,4.99,4.97,4.98,4.99,4.98,4.96,4.89,1,1,190
67288,"Central Park 1BR sunny condo","Manhattan","East Harlem","Entire rental unit","Entire home/apt",38,4.84,4.92,4.68,5,5,4.68,4.73,1,1,115
67299,"Cozy Garden Apartment  in Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",71,4.88,4.87,4.93,4.99,5,4.93,4.83,1,2,86
67397,"SoHa comfort-by NW Central Park!","Manhattan","Harlem","Private room in rental unit","Private room",105,4.79,4.75,4.82,4.96,4.99,4.67,4.73,1,1,122
68735,"Prewar Penthouse w Private Terrace","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",33,4.97,4.97,4.97,5,4.9,4.97,4.81,1,1,199
68900,"Bright Beautiful Brooklyn","Brooklyn","Greenpoint","Private room in rental unit","Private room",7,4.86,4.86,4.57,4.86,4.86,4.86,4.86,1,1,100
69894,"Nice renovated apt, prime location!","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",56,4.83,4.85,4.47,4.91,4.93,4.96,4.76,1,1,150
71248,"Bright and lovely 1-bdrm LES apt w/ balcony","Manhattan","Chinatown","Entire condominium (condo)","Entire home/apt",55,4.83,4.8,4.56,4.94,4.94,4.78,4.78,1,1,142
71366,"Beautiful One Bed West Village - 4 Month Special","Manhattan","Greenwich Village","Entire condominium (condo)","Entire home/apt",43,4.85,4.9,4.83,4.95,4.88,4.95,4.73,1,1,200
71384,"Gigantic Private Brooklyn Loft!","Brooklyn","Greenpoint","Entire loft","Entire home/apt",50,4.98,4.98,4.8,4.93,4.98,4.84,4.84,1,2,229
71812,"Condo Apartment with Laundry and Assigned Parking","Bronx","Kingsbridge","Entire rental unit","Entire home/apt",11,4.64,4.91,4.91,4.91,4.91,4.91,4.82,1,1,90
72265,"Private railroad apartment in cozy Greenpoint","Brooklyn","Greenpoint","Private room in rental unit","Private room",35,4.52,4.45,4.52,4.67,4.61,4.85,4.55,1,1,85
74240,"French Garden cottage off Bedford","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",80,4.64,4.64,4.38,4.79,4.78,4.9,4.4,1,1,129
74333,"Alcove Studio w/ outdoor Patio Deck","Manhattan","East Harlem","Entire rental unit","Entire home/apt",36,4.12,4.34,3.94,4.88,4.68,4.12,4.26,1,2,80
74438,"Luxury HiRise XL 1BR Skyline views","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",52,4.84,4.9,4.54,4.79,4.92,4.79,4.71,1,1,299
74680,"One Bedroom Mini studio - Free WIFI","Queens","Astoria","Entire rental unit","Entire home/apt",230,4.66,4.77,4.6,4.89,4.91,4.3,4.66,1,2,119
74821,"Deluxe Harlem 2 Bedroom","Manhattan","Harlem","Entire rental unit","Entire home/apt",47,4.67,4.81,4.36,4.77,4.83,4.51,4.68,2,2,149
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",3,4.67,5,4.67,4,4.67,4.67,4.67,1,1,75
75635,"Bright Cozy Chinatown Studio Apt.","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",322,4.81,4.81,4.82,4.86,4.87,4.64,4.77,1,2,150
77517,"Room in Willyburg Loft (Only Long Stays)","Brooklyn","Williamsburg","Private room in loft","Private room",3,5,5,4.33,5,4.67,5,5,1,1,100
77765,"Superior @ Box House","Brooklyn","Greenpoint","Room in boutique hotel","Hotel room",38,4.91,4.97,4.95,5,4.89,4.41,4.78,1,1,199
80493,"Cozy room in East Village with AC","Manhattan","East Village","Private room in rental unit","Private room",198,4.33,4.44,3.9,4.84,4.76,4.84,4.44,1,2,55
80684,"Duplex w/ Terrace @ Box House Hotel","Brooklyn","Greenpoint","Room in boutique hotel","Hotel room",10,5,5,5,5,4.89,4.78,4.56,1,2,349
80700,"Loft w/ Terrace @ Box House Hotel","Brooklyn","Greenpoint","Room in boutique hotel","Private room",7,4.57,5,4.67,4.83,4.83,3.67,4.83,1,2,349
80924,"Spacious 3 Bedroom Duplex in Park Slope","Brooklyn","Park Slope","Entire townhouse","Entire home/apt",37,4.86,4.77,4.58,4.89,4.83,4.97,4.8,3,5,69
81739,"Loft w/ Terrace @ Box House Hotel","Brooklyn","Greenpoint","Room in boutique hotel","Private room",2,4,5,5,5,4.5,3.5,4.5,1,2,349
82549,"Columbia Castle in Brooklyn Heights","Brooklyn","Brooklyn Heights","Private room in rental unit","Private room",67,4.87,4.82,4.63,4.84,4.85,4.9,4.69,1,1,100
82550,"Columbia Castle 2 BR","Brooklyn","Brooklyn Heights","Entire rental unit","Entire home/apt",99,4.8,4.8,4.66,4.93,4.93,4.95,4.65,2,2,200
82638,"Charming Artist's Flat, East Village","Manhattan","East Village","Entire rental unit","Entire home/apt",275,4.79,4.88,4.7,4.87,4.92,4.83,4.66,1,1,135
82928,"BEAUTIFUL 2 BEDROOM APARTMENT","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",73,4.9,4.93,4.92,4.94,4.94,4.92,4.9,2,3,150
83446,"Ft. Greene gem with back yard & private entrance","Brooklyn","Fort Greene","Entire rental unit","Entire home/apt",6,4.67,5,4.8,5,4.8,4.8,4.8,2,3,150
83847,"East Village Designer's 1-BR APT","Manhattan","East Village","Entire rental unit","Entire home/apt",44,4.9,4.93,4.78,4.85,4.98,4.76,4.59,1,1,229
84010,"Superior @ Box House","Brooklyn","Greenpoint","Room in boutique hotel","Hotel room",17,4.88,5,5,4.94,4.82,4.82,4.82,1,1,199
87566,"1 BR apt near Midtown Manhattan","Queens","Long Island City","Entire rental unit","Entire home/apt",12,4.9,4.73,4.55,4.91,5,4.82,4.73,1,2,75
89621,"wonderful sleep 4","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",238,4.45,4.57,4.69,4.73,4.62,4.26,4.45,2,2,80
93313,"MAISON DES SIRENES 2","Brooklyn","Bedford-Stuyvesant","Entire loft","Entire home/apt",114,4.73,4.86,4.81,4.93,4.93,4.52,4.66,2,4,140
94209,"Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",16,4.88,4.88,4.88,4.94,4.94,4.88,4.88,1,2,101
94477,"The Vernon On Greene","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",400,4.76,4.87,4.52,4.9,4.86,4.41,4.74,2,3,127
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",120,4.86,4.83,4.78,4.83,4.96,4.52,4.7,1,1,130
95747,"Lovely 1BR in Tree-lined WBurg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",15,5,4.86,4.57,5,5,4.79,4.93,1,1,140
95883,"Spacious Loft in Clinton Hill","Brooklyn","Bedford-Stuyvesant","Entire loft","Entire home/apt",6,4.67,5,4.83,5,5,4.5,4.5,2,4,200
