"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
49809967,"Crash Pad Express","Brooklyn","East New York","Private room in rental unit","Private room",3,4.67,5,5,5,5,4.67,4.67,1,1,65
49811796,"1 Bedroom apartment. Large windows. Close to all","Queens","Ozone Park","Entire rental unit","Entire home/apt",3,5,5,4.67,5,5,5,4.67,1,2,82
49812383,"Midtown Spring Summer Getaway 2021","Manhattan","Theater District","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,150
49813945,"Come Experience, Brooklyn Rough but still hip Area","Brooklyn","Fort Greene","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,92
49814851,"EXTREMELY CLEAN 2 BEDROOMS PRIVATE","Queens","Ozone Park","Private room in residential home","Private room",3,5,5,5,5,5,5,5,2,3,125
49815039,"Great Place to Land in Manhattan!","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",5,5,5,5,5,5,5,4.6,1,2,175
49834604,"Bright & Modern Bedroom with Private Bathroom","Brooklyn","Bushwick","Private room in rental unit","Private room",3,4,4,4.67,5,5,5,4,1,1,133
49835791,"Williamsburg’s Gem 98% walk score a real Gem!!!","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",38,4.97,5,4.97,4.97,4.89,4.97,4.95,1,1,149
49835977,"Bright private Room  in  Cozy Apartment","Brooklyn","Bushwick","Private room in rental unit","Private room",27,4.96,5,4.96,4.96,5,4.81,4.96,1,1,61
49838495,"Cozy Shared Room in Upper East3","Manhattan","East Harlem","Shared room in rental unit","Shared room",38,4.39,4.32,4.16,4.68,4.63,4.66,4.34,1,6,55
49838555,"shrimpy: 70s lounge boat in rockaway","Queens","Arverne","Boat","Entire home/apt",16,4.75,4.94,4.63,4.69,5,4.88,4.56,1,4,200
49839207,"Comfy Greenpoint room w/ easy access to Manhattan!","Brooklyn","Greenpoint","Private room in rental unit","Private room",29,4.76,4.83,4.86,4.97,4.86,4.9,4.79,1,1,78
49839257,"☆ 1 Cama  en Dormitorio Femenino  de Dos Camas","Queens","Corona","Shared room in rental unit","Shared room",9,4.89,4.89,4.89,5,5,4.56,4.78,1,2,30
49839515,"Sunny bedroom in Greenpoint/Williamsburg Brooklyn.","Brooklyn","Greenpoint","Private room in rental unit","Private room",31,4.84,4.77,4.84,4.94,5,4.94,4.84,1,1,74
49840165,"Private room in spacious Brooklyn apartment","Brooklyn","Crown Heights","Private room in rental unit","Private room",12,4.92,4.83,4.83,4.92,4.83,4.75,4.75,1,1,80
49840462,"Spacious & Luxurious Apartment","Brooklyn","Sheepshead Bay","Private room in rental unit","Private room",15,4.73,4.53,4.73,4.6,4.67,5,4.73,1,1,150
49841064,"Your own Private Apt to Land in Manhattan","Manhattan","Midtown","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,78
49841655,"The Real Teal Studio","Brooklyn","Brownsville","Entire rental unit","Entire home/apt",13,4.15,4.23,4,4.31,4,3.31,4.08,1,1,100
49847910,"Chic modern brownstone in the heart of Park Slope","Brooklyn","Park Slope","Entire condominium (condo)","Entire home/apt",2,5,5,5,5,5,5,5,2,1,305
49859909,"Spacious and Bright Loft in Bushwick, Brooklyn","Brooklyn","Bushwick","Private room in loft","Private room",2,5,5,5,5,5,5,5,1,1,70
49860325,"Upper East Side Cozy Room","Manhattan","Upper East Side","Private room in rental unit","Private room",19,4.68,4.68,4.74,4.63,4.58,4.95,4.53,1,1,89
49860773,"Urban Oasis: 2BR 2 BA Townhouse Apt w Giant Yard","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,2,2,325
49861555,"NEW! Spacious 2 Bedroom Home in Brooklyn, NY","Brooklyn","East New York","Entire residential home","Entire home/apt",12,4.75,4.75,4.92,4.83,4.75,4.08,4.67,2,2,147
49862439,"Chic Hamilton Heights getaway ✨","Manhattan","Harlem","Private room in rental unit","Private room",23,4.48,4.48,4,4.57,4.61,4.7,4.35,1,1,90
49864168,"Sunny Loft with Large Private Terrace + Balcony","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",5,5,5,4.8,5,5,5,4.8,1,1,225
49865120,"☆1 Bed, Habitación Compartida Para tres Mujeres","Queens","Corona","Shared room in rental unit","Shared room",8,4.75,5,5,5,4.88,4.38,4.88,1,3,30
49871065,"Double room with shared bath.","Manhattan","Midtown","Room in hotel","Private room",28,4.61,4.75,4.64,5,4.79,4.93,4.61,1,1,119
49872358,"Cozy Getaway In Broadway BA DUPLEX","Manhattan","Midtown","Private room in condominium (condo)","Private room",17,4.53,4.76,4.65,4.59,4.82,5,4.47,1,4,242
49873851,"2 rooms in a family friendly home.","Staten Island","Tompkinsville","Private room in rental unit","Private room",8,4.38,4.38,3.88,4.5,4.88,4.25,4.5,2,3,62
49874665,"Cool condo 2 bedrooms 1 bathroom in Brooklyn","Brooklyn","Bushwick","Entire rental unit","Entire home/apt",2,5,5,4,5,5,5,5,2,2,189
49875205,"Amazing Place to Stay!!","Brooklyn","Canarsie","Entire rental unit","Entire home/apt",11,4.82,4.91,4.73,4.82,5,4.91,5,3,3,280
49877087,"1C Amazing 2 Bedroom Apartment Off Central Park","Manhattan","Harlem","Entire rental unit","Entire home/apt",1,2,1,2,2,1,2,1,2,2,99
49878174,"Industrial loft with a balcony","Brooklyn","Williamsburg","Entire loft","Entire home/apt",27,4.93,5,4.96,4.96,4.93,4.93,4.93,1,1,240
49878995,"Safe and Sweet, Bright East Harlem","Manhattan","East Harlem","Private room in rental unit","Private room",16,4.81,4.81,4.63,4.94,4.94,4.75,4.81,1,1,75
49881181,"Comfortable clean rooms available restaurants","Brooklyn","East Flatbush","Shared room in residential home","Shared room",2,5,5,5,5,5,5,5,1,2,150
49881293,"Cozy Getaway  In Broadway BA 706","Manhattan","Midtown","Private room in condominium (condo)","Private room",1,5,5,5,4,5,5,5,1,2,150
49881509,"Exquisite harlem house!","Manhattan","East Harlem","Entire townhouse","Entire home/apt",1,5,5,5,5,5,4,4,4,5,257
49885237,"RARE FIND! Sensational 1BR apartment in Manhattan.","Manhattan","Kips Bay","Entire rental unit","Entire home/apt",8,4.88,4.75,4.75,4.88,5,4.88,4.88,1,1,122
49885593,"Beautiful private room with luxury!","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",27,5,5,4.96,4.93,5,4.96,4.81,2,1,185
49887317,"Vibrant Spacious Artists Creative Apt in Brooklyn!","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",11,4.91,4.91,4.91,4.82,4.91,4.73,5,1,1,90
49896791,"Cozy Getaway  In Broadway BA 1006","Manhattan","Midtown","Private room in condominium (condo)","Private room",3,4.33,5,5,3.67,2.67,5,4.33,1,2,136
49899440,"♡Cama Superior en Habitación Compartida Femenina","Queens","Corona","Shared room in rental unit","Shared room",7,4.71,5,4.71,5,5,4.86,4.86,1,2,35
49901356,"Feel Like home while in Business Trip","Bronx","Claremont Village","Entire rental unit","Entire home/apt",1,4,4,4,5,4,4,4,1,2,125
49901569,"West Village Sanctuary","Manhattan","Greenwich Village","Entire rental unit","Entire home/apt",3,5,5,4.67,5,5,5,5,2,3,310
49902236,"Furnished Room- Next to A-B-C-D- Washer&Dryer","Manhattan","Harlem","Private room in rental unit","Private room",2,5,5,5,5,5,5,5,1,1,43
49907911,"Peace in a big city","Manhattan","East Harlem","Entire rental unit","Entire home/apt",13,4.85,4.69,4.62,5,5,4.85,4.85,2,2,127
49907989,"Private rooms in Manhattan 20 mins from 42nd st","Manhattan","Washington Heights","Private room in rental unit","Private room",25,4.84,4.8,4.6,4.92,4.96,4.84,4.88,2,2,90
49908325,"Super Spacious 1 bedroom 2 bathroom Apartment","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",1,5,5,5,5,5,4,4,1,1,150
49908668,"STUNNING 1-BR with NEW FURNITURE near BEACH","Brooklyn","Brighton Beach","Entire rental unit","Entire home/apt",12,4.58,4.58,4.92,4.42,4.75,4.67,4.67,1,1,119
49910029,"So much to do in the heart of the West Village!!!","Manhattan","West Village","Entire rental unit","Entire home/apt",2,5,4.5,5,5,5,5,4.5,1,1,175
49911406,"Modern, Spacious 2BR apt , with Large backyard","Queens","Glendale","Entire rental unit","Entire home/apt",20,4.75,4.8,4.75,4.95,4.7,4.75,4.75,2,3,120
49916027,"CONTACT B4 you BOOK! Nice apt!2 blocks fromTSquare","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",2,4.5,4.5,4.5,4.5,5,5,4.5,1,1,90
49920053,"A Hidden Gem *NO SMOKING*NO PARTY*","Bronx","Pelham Gardens","Private room in residential home","Private room",12,4.92,4.92,4.92,4.92,5,5,4.92,1,1,68
49920227,"WELCOME HOME 15 MINUTES  TO MANHATTAN  BOOK TODAY","Bronx","Longwood","Private room in residential home","Private room",7,4,4.14,3.43,4.57,4.57,4.29,4,1,1,149
49920683,"Historic Harlem Brownstone with Modern Amenities","Manhattan","Harlem","Entire rental unit","Entire home/apt",21,5,4.95,5,4.71,4.62,4.62,4.71,3,3,193
49922716,"Brand New Furnished 2BR In Kips Bay!","Manhattan","Kips Bay","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,2,2,130
49923877,"Single room in All-Inclusive Colivng Apt","Manhattan","Upper West Side","Private room in rental unit","Private room",2,4.5,4.5,3.5,4,3.5,4.5,4,1,1,54
49923953,"Modern bedroom in Bushwick (3)","Brooklyn","Bushwick","Shared room in rental unit","Shared room",26,4.69,4.73,4.85,4.88,4.65,4.69,4.77,1,1,60
49924084,"Master bedroom w/ private Bath R/shared com area","Brooklyn","Bushwick","Private room in rental unit","Private room",14,5,4.93,5,4.64,4.86,4.79,5,1,1,70
49925408,"2BedrmGarden level townhouse/w avail private parkg","Brooklyn","East Flatbush","Entire residential home","Entire home/apt",40,4.85,4.8,4.68,4.98,4.98,4.75,4.78,2,2,121
49926303,"Modern Retreat/City Views. Near R.U.M.C","Staten Island","New Brighton","Entire guest suite","Entire home/apt",38,4.79,4.84,4.87,4.87,4.95,4.58,4.63,1,2,115
49926780,"Bright and Spacious Brooklyn Loft","Brooklyn","Red Hook","Entire loft","Entire home/apt",12,4.83,4.92,5,4.83,4.92,4.58,4.83,1,1,290
49927153,"Monthly! Modern! Skylight! 1500sf Patio Garden","Queens","Flushing","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,3,4,166
49927337,"Couples paradise 420 👍🏾, private room next to train","Manhattan","Washington Heights","Private room in rental unit","Private room",3,4.33,4.33,4.33,4.33,4.33,4.33,4.33,1,1,48
49928613,"Huge & Bright Bedroom - Desk - TV - Brooklyn","Brooklyn","Bedford-Stuyvesant","Private room in condominium (condo)","Private room",3,4.33,4.33,4.67,4,3.33,3.67,3.67,1,1,52
49931452,"GREAT ROOM-WASHER DRYER-RENT BY THE CALENDAR MONTH","Manhattan","Harlem","Private room in rental unit","Private room",3,5,5,5,5,5,5,5,1,1,42
49936931,"1st Ave Renovated Apt","Manhattan","East Harlem","Entire condominium (condo)","Entire home/apt",1,5,5,5,5,5,5,5,1,1,79
49938794,"The west wing","Brooklyn","Williamsburg","Private room in rental unit","Private room",20,4.45,4.6,4.3,4.8,4.8,4.9,4.4,1,1,125
49939732,"24/7 Self Check in CrashPad, NextDoor to Subway","Brooklyn","Bedford-Stuyvesant","Shared room in rental unit","Shared room",11,4.45,4.55,3.82,4.64,4.64,4.55,4.36,1,1,45
49941051,"HUGE Trendy Harlem 1BDRM fully furnished","Manhattan","East Harlem","Entire rental unit","Entire home/apt",3,4.67,4.33,4.67,4.33,4.67,4.33,4.67,1,2,93
49944738,"Gorgeous Modern Brooklyn/New York Townhouse (July)","Brooklyn","Gowanus","Entire townhouse","Entire home/apt",1,5,5,5,5,5,5,5,3,4,300
49946056,"Private room 2 with shared common area","Brooklyn","Bushwick","Private room in rental unit","Private room",20,4.85,4.6,4.9,4.7,4.9,4.7,4.75,1,1,60
49946463,"Terracotta Room in LES","Manhattan","Lower East Side","Private room in rental unit","Private room",23,4.78,4.87,4.78,4.83,4.91,4.52,4.65,1,1,120
49947233,"Entire apt: mid-century 1-bed condo in Brooklyn","Brooklyn","Fort Greene","Entire condominium (condo)","Entire home/apt",1,5,5,5,5,5,5,5,1,1,210
49949089,"Large 4 bedroom apartment in the heart of Astoria","Queens","Astoria","Entire residential home","Entire home/apt",31,5,5,4.94,5,4.97,4.94,4.97,4,4,324
49949577,"LUXPACIOUS","Manhattan","Harlem","Entire rental unit","Entire home/apt",13,4.92,4.92,4.92,4.92,4.69,4.92,4.69,2,1,295
49949849,"4 Bedrooms, 1 bath Apt, near all, 23B","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",14,4.36,4.29,3.86,4.86,4.79,4.86,4.5,4,4,350
49951099,"TOUR EIFFEL  Room in house - SELF CHECK-IN","Queens","Howard Beach","Private room in residential home","Private room",4,5,5,5,5,5,5,5,1,1,80
49951454,"Modern bedroom in Bushwick (1)","Brooklyn","Bushwick","Shared room in rental unit","Shared room",18,4.89,4.89,4.89,4.78,4.89,4.67,4.83,1,1,60
49951702,"Exceptional Comfort and Location","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",1,5,5,5,5,5,4,5,3,3,170
49965626,"Entire House 4Bed/2Bath 5min to Beach 10min to JFK","Queens","Howard Beach","Entire residential home","Entire home/apt",20,4.2,4.35,4.15,4.95,4.65,4.6,4.4,4,5,250
49966373,"Large Artist's Two Bedroom Apt in Lower East Side","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",5,5,5,4.8,5,5,5,5,2,2,345
49966432,"5 Bedroom Home /Great neighborhood & close to NYC","Queens","Fresh Meadows","Entire residential home","Entire home/apt",9,5,5,4.89,4.78,4.89,4.89,5,5,5,255
49967730,"Cozy Bedroom","Queens","Elmhurst","Private room in rental unit","Private room",12,4.83,4.83,4.75,4.5,4.58,5,4.83,1,1,70
49967786,"The William Hotel","Manhattan","Murray Hill","Entire rental unit","Entire home/apt",7,4.29,4.43,4.71,4.71,4,4.86,4.43,1,1,255
49967973,"Lovely newly renovated apartment.  Chef's kitchen.","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,2,100
49969003,"Luxury Apartment 2 Bedroom 1 B Private entrance.","Bronx","Williamsbridge","Entire rental unit","Entire home/apt",3,5,5,5,5,5,4.33,5,2,4,200
49976321,"Spacious luxurious room near subway, buses, stores","Bronx","Van Nest","Private room in residential home","Private room",10,4.1,4.6,4.1,4.5,4.7,4.8,4.5,1,1,39
49976968,"Large bedroom right next to Bloomingdales.","Manhattan","Upper East Side","Private room in rental unit","Private room",35,4.97,4.97,5,4.97,5,5,4.94,1,1,102
49977800,"Cozy One Bdrm Haven in Bustling Financial District","Manhattan","Financial District","Private room in rental unit","Private room",2,5,5,5,5,5,5,5,1,1,119
49978822,"COZY BEDROOM A","Queens","Jamaica","Private room in rental unit","Private room",5,4.8,5,4,5,4.6,4.8,4.2,1,1,49
49979956,"Small apt in cypress Hills Brooklyn.","Brooklyn","Cypress Hills","Entire rental unit","Entire home/apt",26,4.46,4.54,4.42,4.88,4.65,4.38,4.58,2,2,125
49980476,"2 Bedroom Apartment 1 minute walk to 7 Train","Queens","Jackson Heights","Entire rental unit","Entire home/apt",2,5,4.5,5,5,5,5,4.5,2,2,130
49980819,"Private room w/bathroom  Flushing Nearby NYP","Queens","Flushing","Private room in residential home","Private room",2,5,5,5,5,5,5,5,1,2,55
49981212,"Brooklyn townhouse w rooftop!","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",1,5,5,5,5,5,5,5,3,4,275
49985609,"NYC Oasis with Private Backyard, Near Waterfront","Brooklyn","Williamsburg","Private room in rental unit","Private room",2,5,5,4.5,5,5,5,5,1,1,120
49986232,"Express comfort","Brooklyn","East New York","Private room in rental unit","Private room",3,4.33,4.33,4,5,4.67,4,4,1,2,85
49986878,"2 Bedroom Suite at Arverne By The Sea","Queens","Arverne","Entire rental unit","Entire home/apt",12,5,4.92,5,5,4.92,4.83,4.83,2,3,226
49987009,"Prívate guest suite in Brooklyn","Brooklyn","Windsor Terrace","Entire guest suite","Entire home/apt",4,5,5,5,5,5,4.75,5,1,2,85
49987096,"Modern 2 bedroom apartment - Doorman -elevator W/D","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",2,5,5,5,5,5,4.5,5,2,2,148
49988374,"Quality NEW 1br~W&D~SKYLIGHT~ Walk to Central Park","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,199
49996154,"Entire cosy loft - massive sun in Lower East Side","Manhattan","Lower East Side","Entire loft","Entire home/apt",11,4.73,4.73,4.73,4.73,5,5,4.82,2,2,350
50001583,"Spacious & Clean 2-Bedroom in Prime East Village","Manhattan","East Village","Entire condominium (condo)","Entire home/apt",1,5,5,5,5,5,5,5,2,2,180
50002776,"Luxury 1 Bedroom NYC Stay","Manhattan","East Harlem","Private room in rental unit","Private room",2,4,3,2,4.5,4,3,2.5,1,1,83
50007311,"Mott Haven Best Location & Price New & Clean house","Bronx","Mott Haven","Entire residential home","Entire home/apt",8,4.88,5,4.88,5,5,4.75,4.75,4,6,288
50009928,"Sunny and Spacious West Village Gem","Manhattan","West Village","Entire rental unit","Entire home/apt",2,5,5,5,4.5,5,5,5,1,1,325
50009956,"Cozy Getaway In Broadway BA 721","Manhattan","Midtown","Private room in condominium (condo)","Private room",3,4.33,4.33,4,5,4.33,5,4.33,1,3,187
50010250,"24/7 Check in Crash Pad ,NextDoor to Subway/Metro","Brooklyn","Bedford-Stuyvesant","Shared room in rental unit","Shared room",5,5,4.8,4.4,4.8,4.8,4.8,5,1,1,35
50011852,"Lovely 2-bedroom rental unit in Queens","Queens","Jamaica","Entire rental unit","Entire home/apt",7,4.86,5,5,5,5,4.86,5,2,3,150
50012899,"☆ 1 Cama para Mujer Viajera/Habitación De 2 Camas","Queens","Corona","Shared room in rental unit","Shared room",15,4.33,4.47,4.6,4.33,4.4,3.87,4.13,1,2,30
50013452,"A luxury Quietest Apartment In Manhattan.","Manhattan","Inwood","Private room in rental unit","Private room",20,4.95,4.95,4.95,4.95,4.95,4.95,4.85,1,1,97
50014718,"Brooklyn Comfort II","Brooklyn","Bedford-Stuyvesant","Entire residential home","Entire home/apt",11,4.36,4.82,4.64,4.91,4.45,4.82,4.64,3,3,299
50017842,"Astoria Manor","Queens","Astoria","Entire rental unit","Entire home/apt",5,5,5,5,4.8,4.8,5,4.8,1,2,93
50023441,"Apartment One Bedroom #4 near Empire State","Manhattan","Midtown","Entire rental unit","Entire home/apt",5,5,4.8,4.4,5,4.8,5,5,1,3,189
50023516,"*Habitación Privada, Cama Doble en Queens!","Queens","Corona","Private room in rental unit","Private room",12,4.75,4.67,4.67,4.75,5,4.75,4.75,1,1,60
50023760,"Cozy Getaway  In Broadway BA 728","Manhattan","Midtown","Private room in condominium (condo)","Private room",13,4.31,4.69,4.31,4.54,4.62,4.92,4.54,1,2,138
50024311,"Cozy, Spacious and Modern Home! 5 mins from JFK!","Queens","Springfield Gardens","Entire guest suite","Entire home/apt",34,4.88,4.74,4.91,4.88,4.88,4.76,4.85,2,4,222
50024770,"Shared room in Hell's Kitchen","Manhattan","Hell's Kitchen","Shared room in rental unit","Shared room",26,4.42,4.23,4.19,4.46,4.23,4.77,4.23,1,2,65
50025607,"A Harlem Apartment for Creatives","Manhattan","Harlem","Entire guest suite","Entire home/apt",11,5,5,4.91,5,5,4.73,4.91,2,3,235
50025783,"Private Room near Sunset Park Area","Brooklyn","Sunset Park","Private room in residential home","Private room",43,4.81,4.81,4.93,4.91,4.84,4.81,4.79,1,1,49
50026836,"New/Minimal/Cozy apt close to major attractions.","Brooklyn","Fort Greene","Private room in rental unit","Private room",38,4.89,4.84,4.89,4.92,4.97,4.61,4.82,1,1,101
50026965,"Creative Artist Experience In Brooklyn","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",1,5,5,5,5,5,5,5,1,1,63
50027063,"Spacious Room Upper West Side","Manhattan","Upper West Side","Entire condominium (condo)","Entire home/apt",21,4.9,4.95,4.95,4.9,4.9,4.95,4.86,1,1,150
50030772,"Cuarto limpio, tranquilo y cómodo","Queens","Kew Gardens Hills","Private room in condominium (condo)","Private room",1,5,5,5,5,5,5,5,1,1,61
50031280,"Wizards Welcome! (Muggles Tolerated) ⚡️🪄🦄🧙🏻🧚‍♂️🦉","Queens","Forest Hills","Entire guest suite","Entire home/apt",10,5,4.7,5,5,5,4.9,4.8,1,1,120
50031472,"Double Room with Bathroom in Bohemian Brownstone","Brooklyn","Crown Heights","Private room in townhouse","Private room",31,4.48,4.52,4.13,4.55,4.58,4.61,4.45,2,2,134
50031800,"Gorgeous and Modern 3 bedroom apartment - Doorman","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,4.5,5,3,3,180
50032244,"Beautiful Windsor Terrace 3BR w Lg Private Terrace","Brooklyn","Windsor Terrace","Entire rental unit","Entire home/apt",1,5,5,4,5,5,5,5,3,3,131
50032602,"Lovely 2 bdrm duplex with giant, private backyard","Brooklyn","Bedford-Stuyvesant","Private room in condominium (condo)","Private room",11,5,5,5,5,5,4.91,4.91,1,1,120
50034743,"Cozy 3-bedroom apt. in a private house, Maspeth QN","Queens","Maspeth","Entire residential home","Entire home/apt",17,4.94,4.88,4.88,4.94,4.88,4.59,4.82,3,3,199
50034857,"Brand NEW Garden view room, close toTimes Square","Manhattan","Hell's Kitchen","Private room in condominium (condo)","Private room",16,4.88,4.88,4.94,5,4.75,4.81,4.69,1,1,126
50038208,"Shared room in Manhattan","Manhattan","Hell's Kitchen","Shared room in rental unit","Shared room",23,4.7,4.65,4.57,4.78,4.87,4.91,4.48,1,1,54
50043710,"LES Chic Private Bedroom","Manhattan","Lower East Side","Private room in serviced apartment","Private room",25,4.32,4.4,4.8,4.52,4.6,4.4,4.48,1,1,90
50044263,"Prime location - Sunlight modern boho apartment","Manhattan","Greenwich Village","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,5,4.5,1,1,225
50044339,"Cozy, Convenient, Close to Everything - 15","Manhattan","Upper West Side","Private room in rental unit","Private room",12,4.67,4.75,4.25,4.67,4.67,4.92,4.67,1,1,57
50044566,"Very clean, cozy, warm and quite private room","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,4,4,2,5,1,5,3,1,1,48
50045900,"Beautiful private room near prospect park!!","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,3,3,3,2,1,4,3,1,1,50
50046718,"Gorgeous Private room in a hot neighborhood!","Brooklyn","Crown Heights","Private room in rental unit","Private room",1,1,3,3,3,1,3,2,1,1,50
50048177,"COZY ROOM Newly Renovated, A1","Queens","Ridgewood","Private room in rental unit","Private room",4,4.75,4.75,5,4.75,4.75,5,5,1,1,65
50049091,"""Private room only share living space""","Manhattan","Harlem","Private room in rental unit","Private room",1,4,4,4,4,4,4,4,1,1,40
50051908,"Comfortable  and Private Entire Guest Suite","Queens","Fresh Meadows","Private room in guest suite","Private room",18,4.83,4.94,4.94,4.94,4.94,5,4.89,1,1,135
50052108,"Spacious Two Bedroom Apt in E. Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",2,3,3,3,3,3,4,3,2,2,130
50052355,"LES Private room with a desk","Manhattan","Lower East Side","Private room in serviced apartment","Private room",24,4.75,4.79,5,4.75,4.83,4.92,4.88,1,1,95
50053083,"MAURICE Guest House. 3 Br/2Bath. Mins from JFK","Queens","Jamaica","Entire residential home","Entire home/apt",5,4.8,5,5,5,5,5,4.8,3,4,108
50054553,"Large room with a private roof in Park Slope!","Brooklyn","Windsor Terrace","Private room in rental unit","Private room",20,4.75,4.85,4.45,4.9,4.9,5,4.85,1,1,75
50063237,"Lovely Bklyn 3-bed condo deck & working fireplace!","Brooklyn","Fort Greene","Entire condominium (condo)","Entire home/apt",7,4.86,5,4.14,5,5,5,4.86,3,5,310
50065207,"Private 2 bedroom apartment in Queens","Queens","East Elmhurst","Entire residential home","Entire home/apt",11,4.91,4.91,4.82,5,5,5,4.82,2,3,180
50066184,"Modern 3 Bedroom Apartment in Times Square","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",1,4,5,5,3,4,5,5,3,4,325
50068502,"A Peaceful Nest in Williamsburg","Brooklyn","Williamsburg","Entire loft","Entire home/apt",1,4,4,4,5,5,5,4,1,1,175
50071251,"2/3 bedroom , 2nd flr","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",1,1,1,1,4,2,1,1,3,2,78
50073673,"THE NEWBIT HOME BK - Cozy Getaway w Private Patio!","Brooklyn","East Flatbush","Entire rental unit","Entire home/apt",59,4.85,4.9,4.69,4.92,4.97,4.68,4.81,1,1,153
50073875,"El Edén","Bronx","Parkchester","Entire residential home","Entire home/apt",11,4.82,5,4.73,5,5,4.55,4.64,2,2,201
50074337,"Prime West Village Private + Cozy 1-Bedroom in NYC","Manhattan","West Village","Entire rental unit","Entire home/apt",19,4.84,4.95,4.68,5,5,5,4.74,1,1,271
50083031,"Best place to relax and be at peace","Bronx","Tremont","Entire rental unit","Entire home/apt",18,4.5,4.44,4.39,4.44,4.44,4.39,4.78,1,1,115
50084196,"Safe and Sweet, Stellar East Harlem","Manhattan","East Harlem","Private room in rental unit","Private room",27,4.63,4.59,4.33,4.81,4.85,4.67,4.78,1,1,76
50084513,"SAMMY HOME AWAY FROM HOME","Brooklyn","Crown Heights","Entire place","Entire home/apt",7,5,5,5,5,5,5,5,2,2,120
50088503,"Cozy 2 Beds 1 Bath Apartment by Columbus Circle","Manhattan","Midtown","Entire rental unit","Entire home/apt",1,3,3,3,5,4,5,3,2,2,195
50088561,"Where I Want to Be- Train/Food Nearby","Brooklyn","Crown Heights","Private room in rental unit","Private room",15,4.67,4.67,4.87,4.93,4.93,4.53,4.67,1,1,75
50088834,"Cute 1 bedroom/living room In the LES.","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",2,5,5,4.5,5,5,5,5,1,1,185
50089093,"Luxury high-rise with stunning views near Times Sq","Manhattan","Hell's Kitchen","Entire rental unit","Entire home/apt",2,5,5,5,5,5,5,5,1,2,275
50089179,"I Came Here to Explore |-Train/Food Nearby","Brooklyn","Crown Heights","Private room in rental unit","Private room",14,4.71,4.93,4.5,4.5,4.93,4.64,4.71,1,1,75
50089355,"Young and Free- Train/Food Nearby","Brooklyn","Crown Heights","Private room in rental unit","Private room",13,4.92,5,4.85,4.77,5,4.77,4.77,1,1,75
50089491,"Clean Cozy & Comfortable |-Train/Food Nearby","Brooklyn","Crown Heights","Private room in rental unit","Private room",9,4.78,4.78,5,5,4.67,4.56,4.89,1,1,75
50089536,"The Big Apple -Train/Food Nearby","Brooklyn","Crown Heights","Private room in rental unit","Private room",18,4.78,4.72,4.67,4.61,4.67,4.89,4.72,1,1,85
50089988,"Modern clean private room","Queens","Ozone Park","Private room in rental unit","Private room",10,5,4.8,4.9,5,5,4.9,4.8,1,1,75
50098070,"Beautiful waterfront Oasis in Battery Park","Manhattan","Battery Park City","Entire condominium (condo)","Entire home/apt",1,5,5,5,5,5,5,5,1,2,222
50098903,"Roomy 4 bed 2 bath, right near the cloisters","Manhattan","Washington Heights","Entire rental unit","Entire home/apt",3,5,5,5,5,5,5,5,3,3,100
50102900,"Cozy, quiet Upper West Side 1BR at Central Park","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",1,5,5,5,5,5,5,5,1,1,141
